Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value
ENSMUSG00000028222,Calb1,0.3436942648893271,-1.7950979334754447,0,0.4109502089650203,-1.6561597474704937,0,2.2830234710729607,1.88616984512127,0,1.857038315913253,0.9668691637366238,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010324828947455475,0.4861302222646063,-1.1661980212816696,0.000000000000000000000000000000000000000000000000000000000000000000000000309863809443109,0.6610250562260459,-0.702764055648521,0.0000000000000000000000000000611775571800207,0.08439667168055358,-3.677036829303911,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002292203518928836
ENSMUSG00000003657,Calb2,0.6656357282033802,-0.21295661995674092,0.0003733097166308582,0.1491640215647795,-2.7286989626134948,0,0.10449470295530641,-3.226496923637307,0,0.11400376348426651,-2.86153413812175,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002236159920150515,0.3851991117287222,-1.0216049904107145,0.000000000000000000000000001523174307294464,7.493845227913474,4.925447871986771,0,0.14323660475361558,-2.436863052076746,0.000000000000000000000000000000000000000000000000000000013663732288901974
ENSMUSG00000000805,Car4,0.5273694831905458,-1.645756331459177,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010143837376,0.3954677826195689,-2.2426732072460798,0,2.4372732407433264,1.12575568412504,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028083833869484525,1.7203211589378684,0.2707336035346485,0.000000002581917659152508,4.9334871308141315,2.0598842983300174,0,0.8779134594063814,-0.7736307097941297,0.000000000000000000000000000000000000895927355577165,0.5253989983493617,-1.5083676315862502,0.0000000000000000000000000000000000000000000000000000000000000006765719913296904
ENSMUSG00000097324,Carmn,0.492972865699644,1.6519851154292222,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000591512547974833,0.07458201078238975,-1.8510539925745837,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003911099235201175,0.03108558812980928,-3.159024978707888,0,0.03210450810763827,-2.871749010278541,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007251219217332868,0.4650496738615419,1.2552337421104371,0.0000000000000000000000000000000000000000000000000000000000350874439629542,0.1256549146314425,-0.8135298400943451,0.00000000000006636616400714049,1.3907620544541928,3.0618618575942866,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015295958526720315
ENSMUSG00000031654,Cbln1,0.09149772162599569,-1.1271348474695193,0.000000000000000000000000000000000012165755366497236,0.11986394590026925,-0.7768028521438199,0.0000000000000000000000000004974452454643607,0.206904949563716,0.2619908015582775,0.00014381821751728894,0.019000627247377753,-3.386309848359792,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020105502973255922,0.08943262958875806,-1.0726528920746419,0.0000000000000017675979462377657,0.9898666413253528,3.036235207349827,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008654813776920758,0.02258502481592279,-3.020316278742147,0.0000000000000000000000000000000000018707899291380302
ENSMUSG00000067578,Cbln4,0.09108985659645931,-2.064498110602411,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000024942721741764385,0.2285738857237079,-0.7015723360717867,0.00000000000000000000000000000000000000000000000000000000000000708973998905826,0.7297409784875344,1.9168600354633005,0,0.019219025261715428,-4.247190960612679,0,0.1545906882891389,-1.1580591396934314,0.00000000000000000000000000000000000000000000005519204866999441,0.7081456492128368,1.2235224784271388,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000021364972600909616,0.01723593999109897,-4.272855584734305,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000024534419594671733
ENSMUSG00000019997,Ccn2,0.23343475190465765,-0.9748464264989045,0.0000000000000000000000000000000000000029419524569691245,0.7171027041186248,1.2365493918849455,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000034615125981657437,0.051477008914669595,-3.4107250309238166,0,0.02511577164883266,-4.2063625857113935,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007090049828747918,0.663398470199466,0.7263925282871417,0.000000000000006306816265484403,0.05213342202793891,-3.0941817227080244,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015300832144461918,2.812429932340701,3.124730818894194,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001193041682011964
ENSMUSG00000047139,Cd24a,0.5914042928277582,0.7373532561299604,0.000000000000000000000000000000000011222011593751844,0.25279639145772065,-0.83526531528676,0.0000000000000000000000000000000000000000000000000002547081091986799,0.40538144520302305,0.04859048161700641,0.3705719255822434,0.3367697381086953,-0.2565662641466331,0.0010527018347663921,0.25168897184264766,-0.6913309973127744,0.000000000013452473331070896,0.5039564129367428,0.38032899896840433,0.00001952703123662591,0.7262868506594118,0.9276111088190511,0.00000000000000002255644968673021
ENSMUSG00000044811,Cd300c2,0.491205450571653,2.2497866099005592,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003817954432124551,0.10587981887857117,-0.8800063305803589,0.000000000000000000000000000000000000010707778671311756,0.10766670174406245,-0.8306412623113553,0.000000000000000000000000000000006754392162773434,0.055254697627431855,-1.7279851626562444,0.00000000000000000000000000000000000000000000016736449816627887,0.1325519331404807,-0.38061783984932607,0.002048130367396594,0.04411289556210215,-2.01381598277688,0.00000000000000000000000000000000000001156998372311976,0.23714276056718928,0.5067095180299632,0.0003408547041740679
ENSMUSG00000005087,Cd44,0.16994376230682706,1.5070512769226232,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016457996238809138,0.047029950995591756,-0.9521626326244701,0.00000000000000000000000000000000007461066414871725,0.03724832863367818,-1.3195261684666235,0.0000000000000000000000000000000000000000000000000000000577140007874662,0.01485106497496192,-2.5200144823715767,0.0000000000000000000000000000000000000000000000000000000000007017155115160337,0.07761474639310074,-0.017311535416938195,0.8999453976509302,0.11562925654914655,0.6093614129761495,0.00000007292939008263752,0.2888505805404862,2.0437099774690553,0.00000000000000000000000000000000000000000000000000000000000000000002393876485874049
ENSMUSG00000040747,Cd53,0.8329963453231436,2.0426847121463605,0,0.1920320299943897,-0.8937242214618153,0.000000000000000000000000000000000000000000000000000000000000012350412994469682,0.19657329636605342,-0.8327820089287759,0.000000000000000000000000000000000000000000000000000748499593108136,0.09260075807917433,-1.8594836045681356,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000009169875234555123,0.32706790249602946,0.08142797709050265,0.3710464657695368,0.10961386169976899,-1.5673562579566875,0.0000000000000000000000000000000000000000002595154872878365,0.5414462528238332,0.8469537846906501,0.0000000000000030883800930751122
ENSMUSG00000018774,Cd68,0.6494570820317703,1.6235255077816677,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010833088873130748,0.20160449789614732,-0.6625519758790299,0.000000000000000000000000000360652446766072,0.19666392490287504,-0.6896241105750169,0.00000000000000000000000000012980572187219898,0.13868273910442383,-1.1297361884925614,0.0000000000000000000000000000023373797111020402,0.2813933809560566,-0.025160587202473383,0.8584600713481029,0.09223605435712268,-1.7005813811627148,0.000000000000000000000000000000000000006527358551844787,0.6442675500121132,1.246958860909031,0.000000000000000000000000014663710307412734
ENSMUSG00000027435,Cd93,0.07763031062175861,-1.9295094571937632,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000898137395126463,0.03853958816098935,-3.1572397213189753,0,0.035435757897246144,-3.242371319735928,0,0.02555256767750801,-3.47528297526229,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006752809826742865,2.443746603512814,4.826465926113876,0,0.05447274224714129,-2.3220735427112933,0.000000000000000000000000000000000000000000000000000000000000000000000001415736182261061,1.0157317739582117,2.1577377363054877,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000055076779198806686
ENSMUSG00000031841,Cdh13,0.6100301291765865,-0.8216964084486477,0.00000000000000000000000000000000000000000000000000000000000000000000000000000002843416335791583,2.170702764713348,2.0071927861518093,0,0.40501893105573666,-1.5713402212125975,0,0.47152131295504096,-1.1695150507081982,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000033344155792121124,0.5420256157575801,-0.93113053769754,0.00000000000000000000000000000000000000000000005206538780092756,1.1499429820393448,0.22129131435051946,0.00017145423150691686,0.215746421267894,-2.2518789259573855,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040851990112026704
ENSMUSG00000050840,Cdh20,1.7719016433159018,1.6814487540807865,0,0.6723202021086631,-0.24545418800788676,0.0000000000000435554602560379,0.6666635168596998,-0.2542266058500196,0.00000000000002892358870478086,0.15331540606504807,-2.4434833495621477,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000072144871310162,0.4752705458145428,-0.7228190491764459,0.0000000000000000000000000000000008072472069938323,0.5266812379232803,-0.56559714700661,0.0000000000000000000033710803160766867,0.22168984885103157,-1.819568924651219,0.000000000000000000000000000000000000000000000000000000000000000000000000000014030626544589073
ENSMUSG00000000305,Cdh4,0.2666077743069503,0.06323829091799982,0.19161139911331435,0.23007218504746127,-0.21875080311862716,0.00000005610314802265656,0.403115731782483,0.9650924823268054,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007614310776009147,0.1035206587960581,-1.4101226370642401,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000021578455928892955,0.19451596935554877,-0.42869962245441107,0.000000003982802581742517,0.20017897304317567,-0.38363595089269675,0.0000001831772715664262,0.08915141374706363,-1.5580128014662398,0.0000000000000000000000000000000000000025736984668830848
