Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value,Cluster 8 Mean Counts,Cluster 8 Log2 fold change,Cluster 8 Adjusted p value,Cluster 9 Mean Counts,Cluster 9 Log2 fold change,Cluster 9 Adjusted p value
ENSMUSG00000024411,Aqp4,0.7199315414424297,-1.6253156659171084,0,6.969991770542224,2.5811758297463574,0,0.6981857104818551,-1.605121315088089,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000075392047,1.981338612237065,0.10101144290196706,0.08480327550855131,0.3301163851701411,-2.619422985052609,0,1.976345092024536,0.09767869249591055,0.08614739794500796,0.7392021597352517,-1.4207991364350678,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016182415545262617,2.9154824633106626,0.7150119019356308,0.00000000000000000000000000000000000000003934484033775086,3.4112003358145735,0.9267046782686682,0.000000000000000000000000000000000000000017142000815280428
ENSMUSG00000022602,Arc,5.949909394425035,0.5936646140391131,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000027087353262487286,5.992693915315594,0.5059123814614752,0.00000000000000000000000000000000000000000008331745608096232,5.85446803697621,0.513420894110368,0.0000000000000000000000000000000000000000000000000000000000000007163561582314763,2.892098347696512,-0.6512588284794072,0.00000000000000000000000000000000006337123879976945,1.5127663475757922,-1.6546173972907943,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002971892512998081,5.621273006134958,0.37348376879682643,0.0000000000000005174522752831872,3.585706690207969,-0.33555410142043174,0.000000000000003913120869283699,0.20862781222097915,-4.507327351868034,0,1.1398978180678612,-2.0010355383979546,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003834327009206172
ENSMUSG00000041225,Arhgap12,0.19314767729568655,-1.8067246743000602,0,1.0926664837898223,1.1677958013869414,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006379132203560216,0.25220203072239344,-1.3190965815856064,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013054302107648142,0.9425141936689526,0.8278338459518144,0.000000000000000000000000000000000000000000000000000000033955619615827316,0.9509732760033052,0.8878054074172713,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015674850103735017,0.670863496932514,0.28729067652408147,0.00000009440473124402373,0.41652148421607726,-0.4627686476910211,0.000000000000000000014889406949449313,0.719749368075556,0.3978759851251,0.00000000000010356607935164897,0.8626581677980302,0.6590335887628085,0.000000000000000000001042637703806353
ENSMUSG00000030047,Arhgap25,0.0632294386370954,-2.9758513085256757,0,0.36062506683528345,-0.1369165384670621,0.02431592460698525,1.3920209670084198,3.1129495157224096,0,0.24531191342068628,-0.7143559083602808,0.000000000000000016885338683530944,0.10072899408797648,-2.0758344711828896,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007134111002254992,0.31391104294478467,-0.343126565892818,0.000009148723324332762,0.12206360830499384,-1.7878397163849795,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010046848470841968,0.0520740326211347,-2.996760766102666,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000524540276159556,0.18442199930422024,-1.1156611361242317,0.0000000000000000000007579118876691335
ENSMUSG00000031355,Arhgap6,0.16355091878470573,-0.4021263332870655,0.0003491966444607607,0.3013711113487461,0.6648785868401998,0.000001059062163625223,0.10304360939815876,-1.1357257103070828,0.000000000000000028390555368537883,0.47945742395451346,1.3853488979843496,0.000000000000000013345136470804443,0.07920961807827241,-1.4537047331390789,0.0000000000000026646937695035777,0.3407714723926374,0.823143274696684,0.0000007838320676017837,0.2276639168386012,0.18269987708469593,0.24116196532607775,0.10945497302531497,-0.9398812673544836,0.000008330162939856633,0.3427579921279093,0.7945621078121297,0.0002619982609817765
ENSMUSG00000021662,Arhgef28,0.355065008759981,-1.405837891966551,0,0.6592493060753821,-0.30991686107216854,0.00000000000536414468293056,0.48849382983686845,-0.8329280537640193,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021090752363224343,2.265732935761758,1.7084307140076436,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000832269461219044,2.5239480904998652,2.0669037546767566,0,0.5766901840490786,-0.49998585628033687,0.000000000000000004006169153063886,0.42146047414749316,-0.9946691356365944,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000016215914954832708,0.4699930205359737,-0.808388887951887,0.000000000000000000000000000000000000000009163416945628255,0.4070630313589861,-0.9988010106689627,0.00000000000000000000000000000034866240062613127
ENSMUSG00000048251,Bcl11b,0.19199455683421976,-3.0587355406766155,0,0.9380568251030957,-0.4719997209410068,0.0000000000000000000000004690800589887308,2.1575765644550544,1.039542418368525,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015622374659276254,0.4400260637602922,-1.5805058785481365,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002704086022801555,3.9721563100465453,2.064758101412578,0,0.6873680981595078,-0.9216848979918596,0.0000000000000000000000000000000000000000000000000000261589252819262,1.9346729131346423,0.7092185426470401,0.0000000000000000000000000000000000000000000000000000000012299051246910357,0.14394987361511122,-3.2182507871627872,0,0.17532222960170937,-2.8877190447751424,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025750442051535337
ENSMUSG00000048482,Bdnf,1.2089507104761357,0.813822002605493,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005744437193707662,0.228186590168354,-1.968739758053778,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002519502289177928,1.028323016346161,0.4267952887081157,0.0000000000000000000000000005860896705624487,0.1175961804022351,-2.874284150164701,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008251220697177315,2.2604501991469994,1.7976979063683352,0,0.24886349693251483,-1.785091011459678,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007405538986541807,0.24883101654466952,-1.8162308369781421,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014160172000779661,0.24444943975653677,-1.8094667714192907,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006533921466793927,0.03518577618304202,-4.56332671180958,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011960430783679033
ENSMUSG00000025128,Bhlhe22,1.772538336018027,0.5665288279821663,0.000000000000000000000000000000000000000000000000000000000000002582612885678676,1.1458380796072118,-0.25008203198079926,0.00000014137704974149365,0.4999293088050598,-1.6141691624987666,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005158278981085278,0.35278854120670533,-1.9953274025214722,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002292242297537844,4.967541915261368,2.4261995629178954,0,0.9469110429447835,-0.5299030201548385,0.000000000000000005169186294971636,0.5465815524100303,-1.3812061817230283,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003756572153956017,0.17977150115066884,-2.9841020648824985,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012833113211855828,0.23720066357878325,-2.5386331352966818,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000041978572288842533
ENSMUSG00000030103,Bhlhe40,5.114857993579505,1.1154092314829827,0,2.79454996024752,-0.13222242500217973,0.0005376596652846022,2.5323370980321935,-0.31308167502857187,0.000000000000000000000050744409954356533,3.517765859450837,0.23149954818820806,0.000001018599018495695,2.38636144175697,-0.3793761267450251,0.00000000000000000005035387555190561,2.1226211656441674,-0.5472033169026147,0.00000000000000000000000000024425553792677047,1.6987773464103477,-0.9034966235444456,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007376171112489159,1.935362932129433,-0.6861629050130811,0.000000000000000000000000000000000000000007270230703503572,1.0331271868917338,-1.5901629736834966,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002746518600898399
ENSMUSG00000020042,Btbd11,0.1662415331947949,-1.5817908039047872,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000072537472563602075,0.2478071052301213,-0.8278264941116822,0.000000000000000000000000000000000000000000011896324985696952,0.15711353712819384,-1.6025596907036554,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000571814513386905,0.22856230909039763,-0.9125868073493526,0.0000000000000000000000000000008978359273030535,0.03937587950711808,-3.5387569690369993,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021789102682818946,0.24271472392637988,-0.8262916027526164,0.0000000000000000000000000007310930840713062,1.8154315847904574,2.78733048865902,0,1.3602268011418688,1.975995387411212,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008420165796863164,0.11951030875964272,-1.8378928825840837,0.000000000000000000000000000000000000000000000000000010768323659470893
ENSMUSG00000009075,Cabp7,0.34497520472214666,-3.2109952843678613,0,7.647684360775668,2.0819464469794506,0,0.9965025531303243,-1.5162386169330282,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000033296252840656454,1.5249118942366986,-0.7543315853022516,0.00000000000000000000000012773136391485696,7.014629790567471,1.8181944621559287,0,3.443312883435576,0.5033527069541968,0.0000000000000002526963340590322,1.7232371060706932,-0.586730241812027,0.00000000000000000000002710873623580982,0.5821014474528114,-2.184881448415136,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002104925649042843,1.0507200749832548,-1.2848105655190971,0.000000000000000000000000000000000000013282336898612195
ENSMUSG00000010066,Cacna2d2,0.17786883118125166,-1.7656936482157901,0,0.49600662076147795,-0.016712312076642477,0.7445321934638296,0.3602175874980267,-0.5671876378919164,0.00000000000000000000000000000000000000013680592925020255,0.2292602092708263,-1.181789092226522,0.0000000000000000000000000000000000000000000000000000004263093851676265,0.059521678324713376,-3.2064040540762986,0,0.2847852760736191,-0.8619885116783523,0.000000000000000000000000000000000047015482520779453,1.544022328559315,1.999431229724043,0,1.7824576516304322,2.14100948650199,0,0.2614667161188122,-0.9636359835315547,0.000000000000000000000009014413798416235
ENSMUSG00000028222,Calb1,2.2929800376267027,1.8260762778422754,0,0.5030700061837142,-1.155178733502858,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000043759150999545505,0.16991630162519064,-2.878346930568792,0,0.20692740349710806,-2.418002882189137,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003113750563593686,1.9216344917601695,1.0197921964612726,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000048696661762009694,0.48251687116564324,-1.176497311425277,0.00000000000000000000000000000000000000000000000000000000000000000000000018567885615446494,1.0306025656887918,-0.025359636595987042,0.6392875799919827,0.6696654258730634,-0.6834779230476833,0.000000000000000000000000000960605996423523,0.07825801944159345,-3.7842080101230153,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000054557623627123904
ENSMUSG00000003657,Calb2,0.0789887516104748,-3.6167631952974664,0,0.5711531934480468,-0.4456675907968285,0.0000000003837629793257802,0.04574191587276529,-4.3219276102266715,0,0.6228759110326103,-0.29190776485369474,0.0015552060649589344,0.10370507800421215,-2.992928349122557,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000064829823997001504,0.39190337423312804,-0.9950063738448633,0.000000000000000000000000051128980817044263,0.47649493338327076,-0.7178413326656623,0.00000000000000000010543892971033676,7.438626303147694,4.914402619354133,0,0.14013645341866734,-2.467443917161241,0.000000000000000000000000000000000000000000000000000000019705723788663941
ENSMUSG00000000805,Car4,2.493142531062979,1.148620827500491,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011608569460795957,0.5444692929640432,-1.5374892327776055,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012431188845784205,0.30130001107495397,-2.5169470386720376,0,0.48015532413494216,-1.6690525242705991,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016705925203730846,1.762070607943534,0.3084891802650527,0.000000000024819521088593017,4.966590490797536,2.0679690315275083,0,0.7610748294315223,-1.0112467025032768,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000020390031744119427,0.9005159144355459,-0.7356649126954105,0.0000000000000000000000000000000007274313964854179,0.51080040596761,-1.548745557555529,0.000000000000000000000000000000000000000000000000000000000000000024845922135271186
ENSMUSG00000097324,Carmn,0.032767839780014484,-3.0550685014674324,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005066736589696,0.24466782282023852,0.21717443106944767,0.0018788946914552386,0.07495210671542792,-1.7183224748026737,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003772708056131783,0.8381781166948626,2.3026436333633202,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016035557476511714,0.0306765572904292,-2.9306004272119575,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006576418517847066,0.4724846625766862,1.2803379759133773,0.00000000000000000000000000000000000000000000000000000000000039908403942811725,0.06773471905941855,-1.7644584534154282,0.000000000000000000000000000000000000000000000000000000000000001241495127870397,0.12504401463801135,-0.8212238007646953,0.000000000000033824297739040727,1.4147108630836893,3.085990318306169,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008664424248538073
ENSMUSG00000031654,Cbln1,0.20669684271792127,0.25446831205758036,0.00029853309906321507,0.09025436928412969,-1.0995160503478516,0.0000000000000000000000007164171410252329,0.14629955158218683,-0.372911039335047,0.0000035233628377337446,0.10887242814687642,-0.7736626343028803,0.000000011057815449544808,0.019916869285577166,-3.310449856518235,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005002547772203985,0.09061349693251516,-1.05225079223088,0.000000000000007267880793474255,0.06749952906268446,-1.5185997151158674,0.000000000000000000000000000000000039204328901763826,0.9854264389642751,3.0316377044982343,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003284852598163646,0.02305274991302753,-2.989564045386414,0.000000000000000000000000000000000025772849271529514
ENSMUSG00000067578,Cbln4,0.7507775137866662,1.9309719196560975,0,0.12262821913604578,-1.5511441628857805,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000281275083067889,0.2144152306535873,-0.7418917972620807,0.0000000000000000000000000000000000000000000000000009747541659472286,0.061066265787510815,-2.515419084550161,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000197136253535533,0.0153382786452146,-4.561748502571783,0,0.15210122699386472,-1.181387724126358,0.000000000000000000000000000000000000000000000006845180136725226,0.2826983760743788,-0.2526405576109776,0.00005377429309286051,0.6915564204781264,1.1844596988816294,0.0000000000000000000000000000000000000000000000000000000000000000000000000000004270231774869469,0.015772934151018835,-4.394412068178411,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004526091992813165
