Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value,Cluster 8 Mean Counts,Cluster 8 Log2 fold change,Cluster 8 Adjusted p value
ENSMUSG00000024411,Aqp4,4.166693979757717,1.7158144835553482,0,0.7078642687782398,-1.6579285633309415,0,0.6835995148864787,-1.6447596454430902,0,2.225552094138951,0.2827824728828796,0.0000005954287255507319,0.3509520143809729,-2.5318993182667517,0,2.0357883213555037,0.14421690643084972,0.009984060118036243,2.973512165004033,0.7472535279172735,0.000000000000000000000000000000000000000000003703753730170102,3.900508152827178,1.1387495689156315,0.0000000000000000000000000000000000000000000000000000000000000000003966078620196425
ENSMUSG00000022602,Arc,5.0626196313388165,0.24553252134392967,0.0000000000000004453616842635903,5.904092068178766,0.5812714608888601,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000043267743496673703,5.790688725113208,0.49658337885233816,0.00000000000000000000000000000000000000000000000000000000000055769605017864935,2.7519602782088706,-0.7267313369005319,0.00000000000000000000000000000000000000000040183761036971956,1.535865001396732,-1.633919013992552,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000761026904142353,5.613173440828826,0.37167365829542254,0.000000000000000467273977421282,0.2089691636030856,-4.505297391906462,0,1.1969720833713298,-1.931586837603463,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021192938709845608
ENSMUSG00000041225,Arhgap12,0.8018724762703856,0.6911012576002943,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008868962378811153,0.1934143068044557,-1.8105416538016164,0,0.25288114775892334,-1.320948200665971,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030667534176803314,0.9596984713494039,0.8585546864051,0.00000000000000000000000000000000000000000000000000000000000016016564344236107,0.9534196390683097,0.8947707876659977,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018519156173863583,0.6750866773214615,0.297568434332667,0.0000000252728177734052,0.7214726502878683,0.4017786949627981,0.000000000000054139607322717656,0.8558962583483254,0.6482949322481836,0.0000000000000000000009404817378956574
ENSMUSG00000030047,Arhgap25,0.2389365593371438,-0.8518517615911043,0.000000000000000000000000000000000000000000000000000000000000001668733992719594,0.06267794032120966,-2.996339172893773,0,1.3719043564726703,3.1268995636682213,0,0.26389130898544294,-0.6049644930826805,0.00000000000016740231960062995,0.10056125027454801,-2.080557019754952,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011598015956663938,0.3129773300814526,-0.3480438699011108,0.000006019656517236952,0.05290358572230015,-2.9742110031936306,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003504652473967722,0.18890353385889472,-1.081872097864366,0.000000000000000000001244770584304178
ENSMUSG00000031355,Arhgap6,0.27293862639187483,0.5557518837292656,0.0000007350612741778623,0.1627360980628998,-0.4131688377411047,0.00021613626720880932,0.10327588858856793,-1.1377120739140305,0.000000000000000009717280269201784,0.4824262992390129,1.3985459657647141,0.000000000000000003569604753169616,0.08031401867564572,-1.4348412834259578,0.0000000000000030889921599552165,0.3426479638200613,0.8333977501238035,0.00000046783756158642794,0.11076688260606594,-0.9222361976627362,0.0000112829978094608,0.3410758250230043,0.788617410796582,0.00023265333657499374
ENSMUSG00000021662,Arhgef28,0.550948747530896,-0.6446986624334197,0.000000000000000000000000000000000000000000000000000000000000000000006418771100915846,0.353696148168031,-1.4173180314976395,0,0.4813911162013855,-0.8613335389711166,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008842222864950527,2.247199428079163,1.6974287310420482,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003145482324945388,2.513356349143737,2.0671441458774815,0,0.580970150946305,-0.4892037011305436,0.000000000000000011355141350797877,0.46984997069617823,-0.808995349280011,0.000000000000000000000000000000000000000006161875962266695,0.40462670524096583,-1.0088510829335446,0.00000000000000000000000000000000634726396823632
ENSMUSG00000048251,Bcl11b,1.4036514325169982,0.2012984085692292,0.000000007294671378605633,0.19860600366841133,-3.015340405335501,0,2.150575600573859,1.0433121145958373,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032018064323432244,0.4209203821707912,-1.647104759697426,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015472047666088085,3.9549592389855794,2.064699748747903,0,0.6894434355820787,-0.9179209202872385,0.000000000000000000000000000000000000000000000000000012849135966295286,0.1474687452009117,-3.183513669217162,0,0.17665978629396636,-2.878916096382711,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000038919910854789814
ENSMUSG00000048482,Bdnf,0.22153211145489163,-2.1228820119450518,0,1.1987156086431348,0.8008533749829766,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002889933418665734,1.0161092683328494,0.40753009097171344,0.000000000000000000000000043606303138559444,0.10926749512678498,-2.9824031379690688,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001581007703701228,2.232819706878946,1.7800179697141254,0,0.24566008579278137,-1.8053488498091927,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008069171464028771,0.24302584691181633,-1.8183130166417873,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032764030717539122,0.034399100301465396,-4.598630512153022,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000036190170711571493
ENSMUSG00000025128,Bhlhe22,0.8635372419459147,-0.7548747261273191,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000021910698881011378,1.7605516038115683,0.5560238879426667,0.00000000000000000000000000000000000000000000000000000000000012397636595151892,0.4958690445081941,-1.6336873542622476,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001105,0.35151147017201584,-2.0018710246050317,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008388048346676522,4.94617371037184,2.4288047146928298,0,0.9516935531426842,-0.5227349166844164,0.000000000000000008275797463253005,0.1775576595804699,-3.0024220129910253,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011083709593587499,0.2442919157002373,-2.4979790487511777,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026767701466960834
ENSMUSG00000030103,Bhlhe40,2.270646511790513,-0.50572322104726,0.00000000000000000000000000000000000000000000000000000000003947289475122091,5.0807833400438405,1.1087109788951752,0,2.5226583580588393,-0.3216504961230209,0.0000000000000000000000010134808128537047,3.5800567035407944,0.25929811778854317,0.00000003125894779372682,2.369376035551543,-0.39126034346777594,0.000000000000000000001806738865870609,2.1078911517310477,-0.5582954233989279,0.000000000000000000000000000009212917276439986,1.9359405900254212,-0.6858408299154675,0.000000000000000000000000000000000000000005994647383783527,1.0622908601571177,-1.5510243345406445,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000652119758159148
ENSMUSG00000020042,Btbd11,0.9464100765640558,1.7435968521597685,0,0.19294233436227792,-1.3470202669525502,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011753512981841993,0.20124320346463936,-1.2202665070029757,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003609394454047242,0.2199094241545358,-0.971074279018401,0.00000000000000000000000000000000014900179895347805,0.04566875571752404,-3.3264884847881477,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018383839243488796,0.24757432022753031,-0.7971675114710548,0.000000000000000000000000013719686515625638,1.3563156789554702,1.9716053524056716,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004459840516524766,0.12068836885429385,-1.8255852058234674,0.00000000000000000000000000000000000000000000000000000026951542652236366
ENSMUSG00000009075,Cabp7,5.143994069781664,1.4910052452319942,0,0.34019773632174644,-3.2392869006379934,0,0.9927032842368421,-1.528811966571593,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002904192395307951,1.5482997894380286,-0.732073589458057,0.000000000000000000000001189185004435785,7.0728079359765434,1.842370996984768,0,3.519958086430853,0.539395147155262,0.0000000000000000007337896911947001,0.5756571421407786,-2.201468092072557,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006183415670494842,1.090276568876954,-1.2319738637984163,0.00000000000000000000000000000000000024822178360132426
ENSMUSG00000010066,Cacna2d2,0.9678486679951743,1.339335026691777,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008032643543347793,0.19020489419764677,-1.665256520169774,0,0.4011592635011546,-0.38847702345362,0.000000000000000000007734230177739264,0.2188785987288114,-1.251565770866954,0.0000000000000000000000000000000000000000000000000000000000003158547210747391,0.06929052591624336,-2.9876349845668546,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000273216761786647,0.2868161261398837,-0.8520445909839006,0.00000000000000000000000000000000007605516650448464,1.7874799025922166,2.1476019778245465,0,0.26644726843677435,-0.9371264008433378,0.00000000000000000000001475736171140174
ENSMUSG00000028222,Calb1,0.7119687057527917,-0.6692771363701799,0.00000000000000000000000000000000000000000000000000000000000000000640878563826511,2.2967122981255303,1.8527351669785719,0,0.19267709588311094,-2.699613109747836,0,0.2016981749667383,-2.456703624349529,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012076921393276588,1.8969406315771562,0.999753928633338,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007548430852941004,0.4782395696147783,-1.1906884240633264,0.0000000000000000000000000000000000000000000000000000000000000000000000000005052191916812927,0.669230359387097,-0.6845893089430324,0.0000000000000000000000000006798733092024212,0.08978748214280798,-3.5892366400735813,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000023996421768124256
ENSMUSG00000003657,Calb2,0.5290491111227641,-0.6150922139582213,0.000000000000000000000000008847499306204667,0.09184583724779669,-3.400882658994719,0,0.04681196819201443,-4.297997652809113,0,0.6360192876719465,-0.26028350757809365,0.004310262664221075,0.11068486607399915,-2.9003220306158344,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022498614234467445,0.3908228637612431,-0.9999584944403295,0.000000000000000000000000013949568482081702,7.426671493178649,4.916751291968309,0,0.14809104197580017,-2.3896271075162887,0.0000000000000000000000000000000000000000000000000000000424484824174224
ENSMUSG00000000805,Car4,0.6247159438530243,-1.4177148853653372,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004051136748200988,2.485123697042902,1.1508210756745363,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016294392384644118,0.29595298447167884,-2.552223410977646,0,0.47040000260556175,-1.700428963484089,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007885145969609691,1.7466611792653037,0.29470042008299835,0.0000000001401965661412852,4.936491568145073,2.061463893716516,0,0.8871270030808207,-0.7583841729564346,0.000000000000000000000000000000000007617261296857127,0.5060748993503723,-1.5639049338509226,0.000000000000000000000000000000000000000000000000000000000000000000006336162851703701
ENSMUSG00000097324,Carmn,0.15871473333682923,-0.5273311442899509,0.00000000000000000037234520837358443,0.030678208741555933,-3.1609009924082865,0,0.06997665348290817,-1.8313192653303285,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007932576635732634,0.8672677915094505,2.376416905263253,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002594648240923153,0.03172066283828025,-2.8846131623720286,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007734165707498352,0.47600629610757117,1.2954120044965798,0.000000000000000000000000000000000000000000000000000000000000001780803617964709,0.12829119537657788,-0.7828836400177472,0.0000000000003258179953265454,1.374214905263626,3.0470475456545514,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021693475393744763
ENSMUSG00000031654,Cbln1,0.0750350700089149,-1.4724682734034422,0.0000000000000000000000000000000000000000000000000000000000000010649803795972285,0.2115380485840826,0.3027959875373809,0.000013613235565449728,0.1435727890425185,-0.4073521850234876,0.00000031474048854518486,0.10514419342388744,-0.8266059370922942,0.0000000009590892085706853,0.019572323878938876,-3.338510319248487,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010348386877011567,0.0902880575056586,-1.0585241486785355,0.0000000000000034882516642695617,0.9810308677379035,3.0236445641191985,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004322508689838681,0.022155352736537036,-3.0491568576671555,0.00000000000000000000000000000000000015286138580243492
ENSMUSG00000067578,Cbln4,0.18718426066740063,-0.9758530273961943,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016482626936558963,0.7491146602245781,1.9475071250359297,0,0.21294619551264296,-0.7573266285461269,0.0000000000000000000000000000000000000000000000000000005164416692497151,0.061849525543463194,-2.498348169157113,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002363798677302396,0.016872692999085236,-4.428526786334746,0,0.15058644220025041,-1.1972368477586983,0.00000000000000000000000000000000000000000000000013787007406986122,0.6966740944805402,1.1973733921005385,0.000000000000000000000000000000000000000000000000000000000000000000000000000000003221195731730014,0.016908032351567737,-4.301696163659314,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000023671864419702937
ENSMUSG00000019997,Ccn2,0.1378524481269773,-1.8346314590727666,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030994174963675064,0.052483335570169536,-3.363875681500099,0,0.9468565112652816,1.6887652577015186,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012585420691769455,0.44050606525955455,0.0737036636632753,0.48021391002527936,0.02362177019871933,-4.289430879956993,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011042517064924418,0.682105536915541,0.7719069877413234,0.00000000000000008145533856330625,0.051250348668478274,-3.1200072599944386,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018094721655207293,2.740267312150633,3.0826226920772415,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010586574495119236
ENSMUSG00000047139,Cd24a,0.515217761812365,0.49745385480226123,0.00000000000000000186016013164555,0.4213769963763252,0.12323724908032174,0.023675678559885283,0.21789282101746923,-1.0070667094577617,0.00000000000000000000000000000000000000000000000000000015318025370838815,0.26595295983689177,-0.6050537272149665,0.000000007434911654868061,0.33925361390160713,-0.24409799077573857,0.00208883752250515,0.259059726836024,-0.6477236286057015,0.00000000019147106487788167,0.5201083771323634,0.43074268760457646,0.0000010208103826418305,0.882132860273172,1.2337043878447995,0.000000000000000000000000000000047759994771982175
ENSMUSG00000044811,Cd300c2,0.45147829374027604,2.198420702396408,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019422692399471546,0.07381648995660535,-1.4478947067438717,0.00000000000000000000000000000000000000000000000000000000000000000000000000873286854980768,0.087108868645965,-1.1224017381412805,0.0000000000000000000000000000000000000006461407055419824,0.23468458858991867,0.5076620643016518,0.000004285934392325552,0.051292986717219116,-1.8347952082252372,0.00000000000000000000000000000000000000000000000022436797018180532,0.1279346680557212,-0.43471848259066137,0.0004510338248038596,0.040338984113253866,-2.145128870935324,0.0000000000000000000000000000000000000000015426722889954847,0.24312584450357747,0.5451546236709102,0.00009393858682733677
