Feature
105,ENSMUSG00000026841
106,ENSMUSG00000048482
107,ENSMUSG00000055409
108,ENSMUSG00000067578
109,ENSMUSG00000019647
110,ENSMUSG00000023046
111,ENSMUSG00000034981
112,ENSMUSG00000000805
113,ENSMUSG00000027270
114,ENSMUSG00000045613
115,ENSMUSG00000090125
116,ENSMUSG00000062151
117,ENSMUSG00000033491
118,ENSMUSG00000022602
119,ENSMUSG00000046321
120,ENSMUSG00000047496
121,ENSMUSG00000029026
122,ENSMUSG00000032625
123,ENSMUSG00000060429
124,ENSMUSG00000036192
125,ENSMUSG00000049148
126,ENSMUSG00000029563
127,ENSMUSG00000033308
128,ENSMUSG00000030772
129,ENSMUSG00000063531
130,ENSMUSG00000030047
131,ENSMUSG00000017493
132,ENSMUSG00000043456
133,ENSMUSG00000039474
134,ENSMUSG00000040536
135,ENSMUSG00000022212
136,ENSMUSG00000021708
137,ENSMUSG00000032278
138,ENSMUSG00000026347
139,ENSMUSG00000037984
140,ENSMUSG00000027435
141,ENSMUSG00000075270
142,ENSMUSG00000020042
143,ENSMUSG00000036766
144,ENSMUSG00000004366
145,ENSMUSG00000037940
146,ENSMUSG00000034209
147,ENSMUSG00000050919
148,ENSMUSG00000005087
149,ENSMUSG00000026235
150,ENSMUSG00000031772
151,ENSMUSG00000021743
152,ENSMUSG00000043557
153,ENSMUSG00000097789
154,ENSMUSG00000062960
155,ENSMUSG00000025902
156,ENSMUSG00000019890
157,ENSMUSG00000024411
158,ENSMUSG00000025128
159,ENSMUSG00000002111
160,ENSMUSG00000112117
161,ENSMUSG00000020037
162,ENSMUSG00000020053
163,ENSMUSG00000030551
164,ENSMUSG00000040254
165,ENSMUSG00000032911
166,ENSMUSG00000031355
167,ENSMUSG00000036949
168,ENSMUSG00000028222
169,ENSMUSG00000026090
170,ENSMUSG00000025969
171,ENSMUSG00000032564
172,ENSMUSG00000061086
173,ENSMUSG00000018654
174,ENSMUSG00000046844
175,ENSMUSG00000023992
176,ENSMUSG00000010461
177,ENSMUSG00000000530
178,ENSMUSG00000039714
179,ENSMUSG00000020932
180,ENSMUSG00000070880
181,ENSMUSG00000001506
182,ENSMUSG00000061718
183,ENSMUSG00000069516
184,ENSMUSG00000028360
185,ENSMUSG00000031075
186,ENSMUSG00000021609
187,ENSMUSG00000032890
188,ENSMUSG00000039629
189,ENSMUSG00000047139
190,ENSMUSG00000044811
191,ENSMUSG00000056966
192,ENSMUSG00000034009
193,ENSMUSG00000013584
194,ENSMUSG00000027400
195,ENSMUSG00000075334
196,ENSMUSG00000038583
197,ENSMUSG00000003411
198,ENSMUSG00000010175
199,ENSMUSG00000009075
200,ENSMUSG00000024087
201,ENSMUSG00000028971
202,ENSMUSG00000041559
203,ENSMUSG00000109372
204,ENSMUSG00000051504
205,ENSMUSG00000032281
206,ENSMUSG00000022309
207,ENSMUSG00000031654
208,ENSMUSG00000052229
209,ENSMUSG00000030500
210,ENSMUSG00000029843
211,ENSMUSG00000036502
212,ENSMUSG00000029231
213,ENSMUSG00000021097
214,ENSMUSG00000021919
215,ENSMUSG00000046352
216,ENSMUSG00000027849
217,ENSMUSG00000046719
218,ENSMUSG00000019997
219,ENSMUSG00000049796
220,ENSMUSG00000033006
221,ENSMUSG00000005716
222,ENSMUSG00000026193
223,ENSMUSG00000029304
224,ENSMUSG00000001119
225,ENSMUSG00000054690
226,ENSMUSG00000003657
227,ENSMUSG00000039167
228,ENSMUSG00000097324
229,ENSMUSG00000020717
230,ENSMUSG00000031837
231,ENSMUSG00000040747
232,ENSMUSG00000075602
233,ENSMUSG00000034037
234,ENSMUSG00000045648
235,ENSMUSG00000023064
236,ENSMUSG00000045573
237,ENSMUSG00000022860
238,ENSMUSG00000090061
239,ENSMUSG00000026787
240,ENSMUSG00000053153
241,ENSMUSG00000050121
242,ENSMUSG00000035783
243,ENSMUSG00000041378
244,ENSMUSG00000028581
245,ENSMUSG00000000214
246,ENSMUSG00000019929
247,ENSMUSG00000048583
248,ENSMUSG00000019772
